srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,servicecntrid,diff1,diff2,diff3,predicted
2970742,10,2,110018,233,233,0,3,0,263153,4388,-1,-5,-220,14.76021603
3082608,10,23,400001,233,233,0,1,0,400092,4398,-6,0,-352,11.02407819
2939051,15,2,110018,233,233,1,2,0,181152,4550,-4,-112,-246,13.82236159
2974278,9,6,160059,233,233,0,3,0,141010,4437,-4,-1,-147,13.26924217
3021778,10,23,400001,308,233,0,1,0,400610,4398,-10,-330,-331,11.89126532
2858256,13,6,160059,233,233,0,2,0,160101,4673,-3,-605,-29,14.06021068
2908406,15,2,110018,233,233,0,2,0,132103,4094,-8,-6,-350,15.62018141
3040724,13,26,560066,233,233,1,1,0,560008,5001,-10,-28,-309,9.861731755
2938657,10,7,500004,233,0,1,1,0,500072,4474,-5,-1,-299,14.37883645
2954193,15,2,110018,233,233,0,1,0,122001,4550,-3,-474,-46,12.62314042
2819316,10,3,560011,233,233,1,1,0,560001,4460,-7,-614,-174,14.6493301
2861404,9,8,700064,233,233,0,1,0,700157,4499,-3,0,-85,12.87471311
2862698,13,22,400104,233,233,0,1,0,400607,4581,-4,-2,-231,12.89534015
2886093,10,1,400059,233,233,1,1,0,400604,4398,-5,-158,-48,13.15452511
2874172,10,2,110018,233,233,0,1,0,110092,4388,-4,-88,-37,12.9181566
2901210,13,2,110018,233,233,0,1,0,110009,4147,-4,-1,-259,13.90827792
2941044,28,24,110092,233,233,0,1,0,400055,4150,-5,-4,-200,17.25462408
2971642,10,12,302006,233,233,0,1,0,302029,4407,-3,0,-64,11.77442404
2953269,13,22,400104,233,233,0,2,0,452003,4581,-6,-62,-38,13.26100279
2884506,10,2,110018,233,233,0,1,0,110088,4388,-22,-190,-307,13.98128421
2982503,1,24,110092,233,233,1,2,0,144001,4150,-2,-48,-229,12.78445946
2977410,9,9,411016,233,233,0,3,0,496001,4021,-4,-1,-164,15.78816396
2987358,9,7,500004,233,233,0,1,0,500060,4474,-10,0,-126,11.77526696
3001322,13,7,500004,233,233,0,2,0,530004,4403,-12,-1,-166,13.62741277
3012946,10,27,110034,0,233,0,0,0,247663,4388,-4,-219,-21,13.05368345
3012946,10,27,110034,201,233,0,0,0,247663,4388,-4,-219,-21,11.81932601
3033841,13,22,400104,233,233,0,2,0,403707,4581,-5,-4,-91,11.93486385
3047008,13,21,110015,201,233,0,0,0,250619,4580,-8,-10,-137,11.04660386
2975719,15,6,160059,233,233,0,2,0,140413,4549,-2,-1,-455,12.70234218
2859658,13,22,400104,233,233,0,2,0,390012,4581,-3,-3,-211,13.73648997
2885491,13,22,400104,233,233,0,1,0,380051,4581,-15,-2,-565,13.25091755
2972179,13,22,400104,233,233,0,1,0,411038,4581,-13,-2,-300,12.23728125
3036970,15,3,560011,233,245,1,1,0,560029,4469,-5,-368,-250,12.29372752
2827007,15,3,560011,233,233,1,1,0,560037,4461,-4,-623,-51,14.9057582
2984011,15,7,500004,233,233,1,1,0,500008,4477,-3,-1,-146,12.17090321
3055830,13,8,700064,233,233,0,2,0,711302,4508,-6,-2,-260,12.46771689
2819033,4,2,110018,233,233,0,1,0,201301,4148,-2,-9,-359,14.46162462
2819124,13,2,110018,233,233,0,0,0,0,4388,-2,-17,-142,11.98534292
2819124,10,2,110018,233,233,0,0,0,0,4388,-2,-415,-142,12.24567632
2859298,9,5,380009,233,233,0,2,0,394220,4422,-7,-1,-135,14.19298269
2920942,10,2,110018,233,233,1,2,0,248001,4388,-5,-262,-32,14.66627878
2953901,13,7,500004,233,233,0,1,0,500075,4403,-4,-3,-245,12.68195493
2904675,9,12,302006,233,233,0,1,0,302021,4407,-14,-1,-145,12.95513392
2939538,15,5,380009,233,233,0,2,0,395001,4546,-9,-12,-99,13.6077796
2972359,9,8,700064,233,233,0,2,0,700124,4499,-2,-1,-120,12.59136027
2960154,13,22,400104,233,233,0,1,0,411014,4581,-3,-6,-153,11.8083828
2970928,15,7,500004,233,233,1,2,0,530022,4477,-3,-245,-31,13.75672111
2940240,15,6,160059,233,233,0,2,0,140603,4549,-23,-6,-307,13.93480712
3009285,4,1,400059,308,233,0,1,0,400071,4011,-11,14,-189,12.2555376
2981636,13,21,110015,233,233,0,2,0,251001,4580,-16,-1,-280,13.91563851
2938081,13,26,560066,233,233,0,1,0,600037,5001,-28,-22,-290,12.07033309
3009470,15,6,160059,233,233,1,3,0,144415,4549,-6,-362,-111,13.76273819
3031799,18,1,400059,233,233,0,1,0,411044,4011,-6,0,-270,13.97925823
3037986,15,3,560011,233,233,1,1,0,560093,4469,-10,-472,-72,12.63379509
3082206,13,26,560066,233,233,0,1,0,603103,5001,-5,-1,-323,9.472352309
3025956,5,2,110018,233,245,0,1,0,110009,4093,-6,-1,-142,11.74658211
3039813,15,3,560011,308,245,0,1,0,560066,4461,-7,0,-405,11.49332187
2827720,4,2,110018,201,201,1,0,0,201016,4148,-2,-2,-161,13.73223296
2939130,15,10,226010,201,201,1,0,0,225001,4547,-6,-9,-58,11.76930291
2957487,12,2,110018,233,233,0,1,0,110052,4092,-5,-4,-141,13.34797101
2944876,15,2,110018,308,233,0,1,0,110013,4091,-14,-194,-146,14.06138676
3027808,13,21,110015,201,233,0,4,0,140118,4580,-9,-4,-204,14.3119329
3060403,18,1,400059,233,233,0,1,0,711102,4011,-3,-4,-234,15.71556562
2891642,12,2,110018,233,233,1,1,0,110043,4092,-3,-1,-34,13.88656624
2840556,8,1,400059,233,233,0,2,0,422001,4016,-3,-2,-354,15.88388024
2888510,1,24,110092,233,233,0,1,0,201310,4150,-15,-6,-301,13.87055416
2950418,9,8,700064,233,233,0,3,0,754021,4499,-9,0,-93,14.46670598
2948355,10,3,560011,308,233,1,1,0,560085,4460,-14,-64,-204,12.29548611
2847862,13,9,411016,233,233,0,1,0,411016,4581,-2,-1,-357,13.08395063
2885111,13,21,110015,233,233,0,1,0,110080,4580,-9,-6,-103,12.54245033
2963951,13,7,500004,233,233,0,1,0,501506,4403,-10,-4,-100,12.74390629
2948695,13,21,110015,201,233,0,0,0,228001,4393,-15,-40,-248,13.10605834
2971659,10,25,560037,233,245,0,1,0,560029,4460,-2,-1,-462,11.93243906
2857319,10,8,700064,233,233,0,1,0,700014,4499,-4,-1,-266,13.21690771
2904408,13,3,560011,233,233,0,1,0,560043,4467,-2,0,-220,12.9217491
3014307,13,8,700064,233,233,0,1,0,700007,4508,-9,-1,-319,12.07277218
3071682,13,21,110015,308,245,0,1,0,110087,4580,-6,-1,-262,9.918594998
2860838,4,2,110018,233,233,1,1,0,201010,4148,-3,-2,-161,13.88237357
2868028,10,7,500004,233,233,0,1,0,500003,4474,-6,-2,-252,13.10911179
2939967,13,3,560011,233,233,0,1,0,560103,4467,-2,-23,-240,12.58388863
2926852,10,2,110018,233,233,0,1,0,110044,4388,-2,-4,-33,12.12304251
2904557,13,7,500004,233,233,0,3,0,504001,4403,-16,-5,-329,15.75057003
2951287,13,21,110015,233,233,0,3,0,784001,4580,-6,-6,-222,18.62105761
2951287,13,21,110015,233,233,0,3,0,784001,4580,-6,-28,-222,18.65405694
2951287,13,21,110015,233,233,0,2,0,221010,4580,-6,-28,-222,13.56964807
2951287,13,21,110015,233,233,0,2,0,221010,4580,-6,-6,-222,13.53664874
2987050,10,2,110018,201,233,0,4,0,127046,4388,-3,-53,-62,14.7636017
2982720,9,7,500004,233,233,0,2,0,530013,4474,-12,0,-24,13.00298807
2983542,13,17,800001,233,233,0,3,0,854105,4410,-16,-13,-31,15.25179623
3021201,13,22,400104,233,233,0,2,0,390021,4581,-4,-3,-725,12.41471513
3031747,13,22,400104,233,233,0,2,0,390021,4581,-6,-1,-270,12.03598514
2999632,15,12,302006,233,233,0,2,0,301707,4453,-8,-158,-28,13.23470477
3017746,13,21,110015,233,233,0,1,0,110019,4580,-9,142,-138,10.898902
3069371,13,22,400104,233,233,1,1,0,400059,4581,-5,0,-21,10.51240645
3005002,15,8,700064,233,233,1,1,0,700001,4511,-18,-181,-62,12.86379305
2839574,13,21,110015,233,245,0,1,0,110034,4580,-3,-3,-276,12.79097742
2881035,15,5,380009,233,245,0,1,0,380015,4546,-7,-171,-164,13.28366231
2859483,15,2,110018,233,245,1,1,0,110026,4091,-5,-9,-24,14.56701771
3056693,13,26,560066,233,245,0,1,0,560100,5001,-4,0,-76,9.091610556
2865507,13,21,110015,233,233,0,1,0,122002,4580,-7,-16,-105,12.77017065
2961018,4,6,160059,233,233,0,3,0,174103,4443,-7,-100,-58,13.28921402
3047022,15,10,226010,233,233,0,1,0,226010,4547,-3,0,-136,10.9788336
2969269,13,7,500004,233,233,0,2,0,522647,4403,-3,-2,-256,13.58690568
3017366,10,27,110034,201,233,0,0,0,335804,4388,-3,-21,-250,12.25357786
3065863,30,3,560011,233,233,1,1,0,560067,4399,-3,-292,-35,13.66103508
2844653,15,2,110018,233,245,0,1,0,110016,4091,-3,-3,-77,14.67289427
2820115,11,12,302006,233,233,1,2,0,342006,4407,-12,-10,-253,15.34550505
2921149,13,21,110015,233,233,0,2,0,148024,4580,-2,-2,-311,13.21071733
3004413,13,21,110015,201,233,0,0,0,177601,4580,-5,-4,-103,10.80378699
3043387,4,1,400059,308,233,0,1,0,400060,4011,-7,-3,-211,11.74457515
3074237,13,26,560066,233,233,0,1,0,560032,5001,-6,-2,-359,9.317218324
3074237,13,26,560066,233,233,0,1,0,560032,5001,-6,-192,-359,9.602212568
2837228,15,2,110018,233,233,0,2,0,132103,4094,-2,-1,-346,16.11517165
2982094,13,21,110015,308,233,0,1,0,110083,4580,-6,-4,-513,11.20063467
2978651,13,22,400104,233,233,0,1,0,400043,4581,-10,-428,-127,12.4554968
2885394,5,2,110018,233,233,1,1,0,110045,4093,-2,-162,-204,13.49291905
2881183,15,2,110018,233,233,1,1,0,110091,4550,-6,-61,-296,13.03924469
2907754,13,26,560066,233,233,0,1,0,600011,5001,-16,-96,-58,11.79013315
2925222,19,1,400059,233,233,0,1,0,500016,4011,-7,-37,-37,15.83020895
2844440,10,2,110018,233,233,0,1,0,110032,4388,-6,-8,-277,13.39804586
2904204,13,21,110015,233,233,0,1,0,122001,4580,-2,-1,-243,12.20536886
2831912,10,2,110018,233,233,1,1,0,201306,4388,-3,-64,-89,14.00641409
2833286,10,2,110018,233,233,1,2,0,201206,4388,-3,-3,-56,14.81876373
2854492,13,21,110015,233,233,0,2,0,180001,4580,-7,-16,-339,14.442484
2907996,13,8,700064,233,233,0,3,0,743166,4508,-1,-3,-152,14.95297188
2898183,17,1,400059,233,233,0,3,0,152001,4011,-2,-10,-233,15.11677939
2940178,1,24,110092,233,233,0,1,0,110059,4150,-3,-37,-531,12.31641098
2949785,13,3,560011,233,233,0,1,0,560107,4467,-5,-3,-170,12.52848271
2905995,13,21,110015,233,233,0,1,0,201003,4580,-20,-58,-63,13.52791194
2938407,13,22,400104,233,233,0,2,0,396195,4581,-13,-81,-299,13.55964753
2990187,32,2,110018,308,233,0,1,0,110002,4147,-4,-6,-278,14.6304989
2971560,21,2,110018,233,233,0,1,0,400077,4432,-8,-2,-87,15.14612544
2995669,13,26,560066,233,233,1,1,1,560076,5001,-5,-30,-509,25.78091432
3035766,13,26,560066,233,233,0,1,0,560076,5001,-5,-4,-182,9.558728043
3008481,13,17,800001,233,233,0,3,0,826001,4538,-10,-108,-134,14.24080397
3028060,13,21,110015,233,233,0,2,0,134108,4580,-11,-3,-326,12.36153828
3044664,13,8,700064,233,233,0,2,0,781024,4508,-8,-2,-427,13.32163693
3072379,10,27,110034,233,233,0,1,0,121003,4388,-7,-9,-310,11.03149749
2971008,13,26,560066,308,245,0,1,0,560041,5001,-10,-147,-243,10.18701546
2824818,15,11,641012,233,201,0,1,0,641004,4492,-7,-239,-236,14.857936
3058979,13,26,560066,233,233,0,1,0,641114,4495,-2,-2,-337,11.78935493
2839952,13,21,110015,233,233,0,2,0,181133,4580,-14,-6,-158,14.77168965
2963539,10,23,400001,233,233,0,1,0,401302,4398,-12,-7,-172,12.47612102
3005005,1,4,600024,233,233,1,1,0,600119,4485,-1,-8,-69,10.28934589
3006475,1,7,500004,233,233,0,2,0,530017,4479,-7,-5,-32,11.61445082
2894459,15,2,110018,233,233,1,1,0,201002,4091,-2,-256,-242,15.36274447
3072467,1,7,500004,233,233,1,1,0,500054,4479,-11,-10,-14,9.90058587
2829214,15,10,226010,233,233,0,1,0,226001,4444,-2,-1,-18,13.61025384
2899523,13,22,400104,233,233,0,2,0,452009,4581,-3,-15,-241,13.79822171
3035105,15,2,110018,233,233,0,1,0,110024,4550,-6,0,-149,11.15594923
3006890,13,22,400104,233,245,0,2,0,395002,4581,-5,-1,-327,12.23696461
2878987,10,2,110018,233,233,1,1,0,110091,4388,-3,-1,-64,12.70800533
2878237,10,7,500004,233,233,0,1,0,500045,4474,-5,-3,-212,12.9233344
2870371,32,7,500004,233,233,0,1,0,500092,4403,-12,-49,-275,16.18041832
2870371,32,7,500004,233,233,0,1,0,500092,4403,-12,-66,-275,16.20591781
2940496,10,3,560011,233,233,1,1,0,560080,4460,-2,-100,-24,12.21384283
3038299,10,25,560037,308,233,0,1,0,560043,4460,-4,0,-221,10.75318889
3012241,21,2,110018,233,233,0,2,0,125001,5138,-8,-8,-346,11.17207514
3038258,13,21,110015,0,233,0,3,0,141001,4580,-5,-4,-280,14.37125504
3038258,13,21,110015,233,233,0,3,0,141001,4580,-5,-4,-280,12.94038298
3053553,10,7,500004,233,233,0,1,0,500016,4474,-7,-1,-337,11.19298933
2956985,13,26,560066,233,245,0,1,0,560037,5001,-11,-2,-284,10.66007075
2846861,13,21,110015,233,233,1,1,0,122001,4580,-5,-180,-24,13.06406284
2887807,15,2,110018,233,233,0,1,0,110087,4091,-14,-6,-312,14.99169358
2949543,13,7,500004,233,233,1,2,0,522007,4403,-4,-342,-51,14.19197355
2940511,13,8,700064,233,233,0,1,0,711106,4508,-6,-6,-277,12.79940056
2999321,13,21,110015,308,233,1,1,0,122001,4580,-4,-146,-27,10.84497778
3004040,13,21,110015,233,233,0,1,0,110085,4580,-6,354,-722,11.04591074
2824802,15,5,380009,233,233,0,1,0,382330,4546,-5,-66,-39,13.67592619
2867369,13,21,110015,233,233,1,2,0,132001,4580,-4,-120,-20,13.72038694
2843520,13,4,600024,233,233,0,1,0,600122,4490,-11,-210,-50,14.12379872
2862563,13,2,110018,233,233,1,1,0,110051,4147,-4,-71,-62,14.2808638
2851843,9,6,160059,233,233,0,3,0,143105,4437,-7,0,-66,14.69316305
2906003,10,1,400059,233,233,0,1,0,400059,4398,-5,-1,-135,12.76743233
2931905,13,22,400104,233,233,0,1,0,400013,4581,-7,-5,-57,12.1413738
2923014,13,21,110015,233,233,0,1,0,302018,4580,-14,-5,-205,13.84333562
2931242,13,21,110015,233,233,0,1,0,122101,4580,-4,-1,-40,11.84477161
2971108,13,21,110015,233,233,0,1,0,302019,4580,-1,-2,-353,12.83960606
2960012,10,12,302006,233,233,0,1,0,302021,4407,-11,0,-61,12.26108889
2970195,12,8,700064,233,233,0,3,0,752101,4502,-6,0,-17,14.3675901
2980410,13,22,400104,233,233,0,3,0,476001,4581,-8,-83,-25,14.19815303
3025352,10,23,400001,233,233,1,2,0,452016,4398,-8,-11,-28,12.83036302
3049584,1,24,110092,233,233,0,2,0,390016,4150,-4,-10,-99,13.79673335
3032318,9,23,400001,233,233,0,1,0,400069,4398,-12,-1,-157,11.58333172
2949276,15,5,380009,233,245,0,1,0,380015,4546,-4,-4,-358,12.30203865
3003068,13,5,380009,233,245,0,3,0,363020,4581,0,-159,-291,13.12327133
3006500,13,22,400104,233,245,0,2,0,364001,4581,-7,-3,-283,12.07285205
2903992,13,7,500004,233,233,1,1,0,500088,4403,-10,-90,-58,13.48204895
2931174,23,2,110018,233,233,0,3,0,144402,4154,-9,327,-390,16.65528155
3066323,10,27,110034,233,233,0,1,0,122051,4388,-7,-30,-51,10.93696255
2971949,13,22,400104,233,233,0,2,0,431602,4581,-7,-2,-332,13.08918367
2931238,13,21,110015,233,233,0,1,0,110062,4580,-4,-1,-335,11.98393811
2953745,12,2,110018,233,233,0,1,0,110074,4092,-2,-5,-428,13.47618037
2885357,30,2,110018,233,233,0,1,0,110075,4095,-2,0,-297,16.12288119
3076689,10,7,500004,233,233,1,1,0,500054,4474,-4,-2,-25,10.56298568
2875095,9,6,160059,233,233,0,3,0,143001,4437,-23,-1,-136,15.21817246
3022198,10,27,110034,233,233,0,2,0,342001,4388,-2,0,-29,13.69267526
3022198,10,27,110034,0,233,0,2,0,342001,4388,-2,0,-29,15.12354732
3049746,13,26,560066,233,233,0,2,0,600048,5001,-2,-1,-342,10.62822703
2842468,13,6,160059,233,233,0,2,0,141401,4673,-4,-2,-364,13.49437497
3031231,15,10,226010,233,233,1,1,0,226024,4547,-5,-73,-321,11.49145971
3092661,13,21,110015,233,233,0,1,0,110032,4580,-3,-8,-244,10.11631832
2871608,13,21,110015,233,233,0,1,0,201005,4580,-6,-3,-211,13.30146322
2866015,13,7,500004,233,233,0,4,0,505304,4403,-3,-19,-555,16.73304526
2904384,13,22,400104,233,233,0,1,0,400072,4581,-2,-5,-314,12.41430974
2895849,1,9,411016,233,233,0,2,0,416012,4027,-1,-22,-24,14.0128165
2909559,13,3,560011,233,233,1,1,0,560076,4467,-7,-420,-262,13.75178537
2971861,13,21,110015,233,233,0,2,0,131001,4580,-5,-30,-41,12.50130671
2931692,13,22,400104,233,233,0,1,0,400069,4581,-7,-6,-268,12.30843073
2931750,10,10,226010,233,233,0,2,0,243005,4444,-4,-183,-31,13.37328386
2982147,10,2,110018,201,233,1,0,0,201016,4388,-2,-432,-235,12.23487089
2986643,9,27,110034,233,233,0,1,0,110086,4388,-18,-1,-158,12.14362412
2956399,10,2,110018,233,233,0,1,0,110059,4388,-10,-11,-187,12.29195491
3046630,10,25,560037,233,233,0,1,0,600010,4482,-3,-3,-296,11.35085284
3048832,15,2,110018,233,233,0,1,0,110092,4550,-7,-16,-456,11.31273351
3084671,13,7,500004,233,233,0,1,0,500097,4403,-8,-2,-158,11.36676333
2927110,15,3,560011,233,245,0,1,0,560040,4461,-2,-84,-62,12.81923633
2873629,15,3,560011,233,245,0,1,0,560004,4461,-9,0,-54,13.58751211
3062956,15,3,560011,233,245,1,1,0,560018,4461,-5,-5,-61,11.34975521
3029283,15,10,226010,201,201,0,0,0,209732,4547,-13,-2,-328,11.19005088
2820150,13,22,400104,233,233,0,1,0,382481,4581,-6,-2,-317,13.38348793
2863456,10,2,110018,233,233,1,1,0,110067,4388,-2,-120,-21,12.97745411
2930980,10,8,700064,233,233,0,1,0,700020,4499,-4,0,-334,12.46369187
2938111,10,6,160059,233,233,1,3,0,141013,4437,-6,-240,-24,14.12779581
3001116,1,24,110092,308,233,1,1,0,122002,4150,-2,-3,-27,10.7904922
3050491,13,7,500004,233,233,1,1,0,500038,4403,-3,-1,-260,11.58777472
2841209,13,3,560011,233,233,0,2,0,585101,4467,-5,-2,-369,14.99479416
2829212,10,17,800001,233,233,1,1,0,800001,4370,-5,-24,-222,14.12640653
2898573,10,7,500004,233,233,1,2,0,522002,4474,-4,-113,-20,13.7767196
2907050,15,11,641012,233,233,0,2,0,638002,4492,-18,-11,-446,14.91896785
2822960,13,22,400104,233,233,1,1,1,400067,4581,-5,-40,-387,29.04094053
3022860,10,25,560037,233,233,0,1,0,560050,4460,-18,-6,-261,12.05585951
2843979,10,4,600024,233,233,0,1,0,600001,4482,-8,0,-206,13.48101142
2862624,13,22,400104,233,233,0,2,0,395002,4581,-3,-7,-43,13.61715726
2908042,10,2,110018,233,233,1,1,0,110037,4388,-2,-273,-25,12.72302445
2863378,15,12,302006,233,233,0,2,0,313001,4453,-4,-6,-134,14.47813719
2844953,32,8,700064,233,233,0,2,0,734001,4508,-5,382,-628,16.73183965
2971341,1,24,110092,233,233,1,1,0,110091,4150,-13,-542,-79,12.8350277
3059745,15,12,302006,233,233,0,2,0,313001,4453,-3,-312,-350,12.91460822
3026158,10,7,500004,233,233,1,2,0,505209,4474,-4,-39,-35,12.16085082
2962165,10,8,700064,233,233,1,1,0,700035,4500,-2,246,-243,11.58717184
2823060,13,22,400104,233,233,0,1,0,400093,4581,-3,-4,-250,13.29673337
2853258,10,8,700064,233,233,0,1,0,700019,4499,-6,-1,-280,13.36260128
2877028,9,8,700064,233,233,0,2,0,700127,4499,-3,0,-55,13.62580868
2904255,10,6,160059,233,233,0,3,0,174303,4437,-2,-1,-161,14.31104587
2841165,10,1,400059,233,233,0,2,0,422009,4398,-12,0,-288,15.01513836
2908500,13,21,110015,233,233,0,2,0,202002,4580,-3,-4,-51,13.59331646
2916424,13,4,600024,233,233,0,1,0,600122,4490,-10,-10,-76,13.00264238
2987457,13,21,110015,233,233,0,1,0,110053,4580,-3,-1,-168,11.19594694
2975691,13,21,110015,233,233,0,2,0,151505,4580,-3,-71,-91,12.6198113
2999603,13,22,400104,233,233,1,2,0,452016,4581,-1,-1,-21,12.42166425
2970877,10,2,110018,233,233,1,1,0,201010,4388,-11,-6,-288,12.9156379
3030749,13,22,400104,233,233,0,1,0,411045,4581,-3,-2,-341,11.1769244
3003048,13,22,400104,233,233,0,3,0,490023,4581,-5,-5,-351,14.05287612
3045068,10,27,110034,233,233,0,2,0,131001,4388,-4,-85,-244,12.27553358
3044892,13,21,110015,233,233,0,0,0,0,4580,-10,-3,-319,9.250986975
3044892,13,21,110015,233,233,0,0,0,0,4580,-10,-3,-319,9.250986975
2839375,13,22,400104,233,245,0,1,0,380009,4581,-3,-3,-241,12.85673529
2839793,15,1,400059,233,233,0,1,0,400015,4545,-5,0,-690,13.92372418
2931254,13,21,110015,233,233,0,1,0,110043,4580,-2,-7,-81,11.70610709
2827129,13,22,400104,233,233,1,2,0,393001,4581,-4,0,-68,14.04137648
3062577,10,8,700064,201,233,1,4,0,713324,4499,-5,-1,-122,14.03690441
2838462,21,2,110018,233,233,0,1,0,110080,4154,-2,-3,-345,15.44408957
2869941,13,22,400104,233,233,0,1,0,411009,4581,-2,-2,-200,12.77830414
3066992,13,21,110015,233,233,0,3,0,143001,4580,-2,-33,-144,12.4441498
3066992,13,21,110015,233,233,0,3,0,143001,4580,-2,-33,-144,12.4441498
2873374,28,5,380009,233,233,0,3,0,388540,4541,-6,-10,-183,16.63143503
2903955,1,24,110092,233,233,0,3,0,828127,4150,-21,-16,-126,20.35216649
2947970,10,12,302006,233,233,1,0,0,302034,4407,-9,-5,-59,11.36039802
3005588,4,2,110018,308,245,0,1,0,110085,4148,-5,-12,-52,11.09118596
2838285,32,21,110015,233,233,0,1,0,201306,4580,-6,-2,-36,15.66310307
2818733,13,7,500004,233,233,1,3,0,505001,4403,-6,-49,-32,16.07653679
2887994,10,2,110018,233,233,1,1,0,201304,4388,-1,-707,-207,14.35911525
2889777,10,2,110018,233,233,0,1,0,201014,4388,-2,-1,-30,13.18986526
2931118,10,7,500004,233,233,1,1,0,500091,4474,-3,-18,-257,12.31037187
2858769,15,3,560011,233,233,0,1,0,560091,4461,-16,0,-363,14.41139911
2924750,15,2,110018,233,233,0,1,0,201001,4550,-4,0,-108,12.90755778
2925203,9,8,700064,233,233,0,2,0,734006,4499,-4,0,-92,13.42273532
2944567,15,2,110018,233,233,0,1,0,110018,4550,-8,-1,-51,12.16079437
2905426,15,6,160059,233,233,1,3,0,141007,4549,-27,-700,-58,16.29014081
3003391,13,26,560066,233,233,1,1,0,560093,5001,-2,-6,-224,9.809307151
2982012,15,1,400059,233,233,0,1,0,421302,4545,-7,-89,-591,12.67510372
3015340,15,8,700064,233,233,0,1,0,700016,4511,-6,-16,-212,12.07884662
3065207,15,2,110018,233,233,0,1,0,122505,4091,-8,0,-92,12.69582757
3046997,5,22,400104,233,245,0,2,0,382007,4581,-6,-110,-220,10.93197204
2858094,13,22,400104,233,233,0,1,0,411018,4581,-7,-2,-137,13.0853905
2908101,13,7,500004,233,233,0,1,0,500015,4403,-8,-162,-87,13.47916369
3039614,10,27,110034,308,233,0,1,0,110043,4388,-6,-70,-169,10.78549941
2839818,18,8,700064,233,233,0,1,0,700013,4504,-3,-4,-316,14.28469929
2840436,6,10,226010,233,233,0,2,0,282005,4393,-16,-4,-366,14.93347709
2906965,32,9,411016,233,233,0,1,0,411046,4581,-42,-75,-90,16.28630384
2832895,10,9,411016,233,233,0,1,0,411026,4021,-7,0,-27,14.99188472
2866700,13,22,400104,201,233,0,4,0,403206,4581,-3,-6,-353,15.95730144
2884656,13,7,500004,233,233,1,1,0,500072,4403,-2,0,-27,13.1720616
2934721,9,1,400059,233,233,0,2,0,462026,4398,-4,0,-55,13.63383798
2988072,4,5,380009,233,233,0,2,0,390007,4011,-4,-2,-351,13.77665897
2822311,4,7,500004,233,233,1,1,0,500033,4478,-2,-108,-83,12.76498681
2840038,13,21,110015,233,233,0,1,0,302005,4668,-3,-6,-136,13.86787171
2819595,24,2,110018,233,233,0,1,0,110059,4155,-7,-333,-144,16.54898616
2849144,13,22,400104,233,233,1,1,0,400021,4581,-5,-413,-28,13.54146016
2884351,13,3,560011,233,233,0,1,0,560066,4467,-1,-351,-91,13.52258888
2897719,10,3,560011,233,233,1,1,0,560001,4460,-1,-137,-18,12.68591355
2871576,15,8,700064,233,233,0,3,0,753002,4500,-2,-3,-666,16.11940758
2920793,21,2,110018,233,233,0,1,0,110034,4154,-4,-1,-245,14.55520923
2912817,12,1,400059,233,233,0,3,0,388450,4018,-8,0,-76,16.2434017
2987348,10,2,110018,308,233,0,1,0,110041,4388,-6,-173,-76,11.46964959
3011714,13,7,500004,233,233,0,1,0,500032,4403,-3,-3,-287,12.03758682
2969272,13,26,560066,233,233,0,1,0,560066,5001,-18,0,-293,10.95264255
3049439,13,22,400104,233,233,0,1,0,380058,4581,-6,13,-480,10.96557039
2911614,13,21,110015,233,245,0,1,0,110034,4580,-15,-1,-238,12.51521295
3029871,5,1,400059,233,245,0,1,0,382405,4015,-3,0,-18,11.8798369
3045507,13,21,110015,233,245,0,1,0,110002,4580,-4,235,-228,10.19358579
3009866,30,1,400059,233,245,0,2,0,395001,4391,-4,-7,-105,14.64689772
2889650,10,2,110018,233,233,1,1,0,110094,4388,-13,-84,-127,13.21729789
2956807,12,2,110018,233,233,0,2,0,282007,4092,-19,-1,-162,16.21004728
2835275,6,6,160059,233,233,0,2,0,147001,4673,-3,-4,-357,12.78089535
3060283,10,23,400001,233,233,0,1,0,401101,4398,-4,0,-343,11.17778131
2861236,15,6,160059,233,233,0,3,0,143001,4549,-4,0,-81,14.71676343
2960157,15,12,302006,233,233,1,2,0,342001,4453,-12,-178,-251,14.34240992
2848169,10,2,110018,233,233,1,1,0,122018,4388,-5,-75,-277,13.49804591
3015335,15,2,110018,233,233,0,1,0,110045,4550,-3,-4,-199,11.28076248
3066507,10,27,110034,233,233,0,2,0,243001,4388,-4,-1,-205,12.70884367
3075903,9,27,110034,233,233,0,2,0,313001,4388,-4,0,-145,12.96091139
2854832,5,2,110018,233,233,0,1,0,121004,4093,-6,-14,-313,13.95297056
3004707,15,2,110018,233,233,0,1,0,110095,4550,-3,-6,-98,11.32222944
3063491,13,22,400104,233,233,0,2,0,395010,4581,-5,-148,-211,11.8557947
2818646,28,7,500004,233,233,1,1,0,500069,4479,-2,-64,-266,15.56994739
2844244,13,21,110015,233,233,0,3,0,141120,4580,-4,0,-23,14.80993418
2861099,10,1,400059,0,233,0,1,0,400602,4398,-5,0,-279,14.80217846
2907267,10,3,560011,233,233,1,2,0,570026,4460,-1,-683,-24,14.424039
2896030,13,21,110015,233,233,0,3,0,127306,4580,-4,-2,-224,14.3010697
2876891,15,2,110018,233,233,0,1,0,201301,4091,-6,0,-284,15.38885234
